EventID,PromoterID,EventName,EventDate,EventEndDate,EventAddress,EventCity,EventState,Country,EventLat,EventLon,EventType,SecondaryEventType
51683,7756,CCAP Rocky Hill Cyclocross Series - Week #2,2021-09-08 0:00:00,2021-09-08 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
51684,7756,CCAP Rocky Hill Cyclocross Series - Week #3,2021-09-15 0:00:00,2021-09-15 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
51685,7756,CCAP Rocky Hill Cyclocross Series FINALE - Week #4,2021-09-22 0:00:00,2021-09-22 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
52176,7756,CCAP Fairfield County Youth Cycling Team Fall 2021 MTB,2021-09-12 0:00:00,2021-10-31 0:00:00,,Stamford,CT,USA,41.0529585,-73.5387991,Club Membership,NEBRA
52382,7756,CCAP Ledyard Middle School Cycling Club - Fall 2021,2021-09-13 0:00:00,2021-11-24 0:00:00,1860 CT-12,Ledyard,CT,USA,41.4505654,-72.073102,Club Membership,NEBRA
52515,7756,CCAP James Moran MS Bike Club - Fall 2021,2021-09-29 0:00:00,2021-11-24 0:00:00,141 Hope Hill Rd,Wallingford,CT,USA,41.4848293,-72.8310815,Club Membership,NEBRA
52518,7756,CCAP Kennedy Eagles Cycling Club - Fall 2021,2021-09-29 0:00:00,2021-11-24 0:00:00,1071 S Main Street,Plantsville,CT,USA,41.5779235,-72.8937512,Club Membership,NEBRA
52521,7756,CCAP Fall School MTB Series #1 - Ledyard,2021-10-14 0:00:00,2021-10-14 0:00:00,1860 CT-12,Gales Ferry,CT,USA,41.4505654,-72.073102,Mountain Bike,NULL
52557,7756,CCAP Fall School MTB Series #2 - Rocky Hill,2021-11-03 0:00:00,2021-11-03 0:00:00,340 Elm St,Rocky Hill,CT,USA,41.6630015,-72.6513435,Mountain Bike,NULL
52604,7756,ConnectiCare Gran Fondo,2022-09-17 0:00:00,2022-09-17 0:00:00,1288 Boston Post Rd,Madison,CT,USA,41.2697656,-72.5590716,Gran Fondo,NEBRA
53191,7756,CCAP Spring 2022 MTB Teams,2022-03-28 0:00:00,2022-06-19 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
54032,7756,The Breakaway Benefit Cycling Festival p/b The CCAP,2022-05-07 0:00:00,2022-05-07 0:00:00,"50 Winding Trails Drive, Farmington, CT 06032",Farmington,CT,USA,41.7405798,-72.8424715,Recreational,Gran Fondo
54305,7756,The CCAP TNC Series,2022-06-02 0:00:00,2022-06-02 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
54439,7756,Team Red Dragon MTB p/b CCAP - CT Dirt Cup #4,2022-06-05 0:00:00,2022-06-05 0:00:00,654 Orchard Rd,Berlin,CT,USA,41.5898634,-72.7935,Mountain Bike,NEBRA
54469,7756,The CT Dirt Cup Series Registration,2022-04-10 0:00:00,2022-06-12 0:00:00,,Middletown,CT,USA,41.5460323,-72.6505957,Mountain Bike,NULL
54793,7756,West Rock Pseudo Prestige MTB p/b CCAP,2022-06-18 0:00:00,2022-06-18 0:00:00,1110 Wintergreen Ave,New Haven,CT,USA,41.3457559,-72.9667715,Mountain Bike,NEBRA
54824,7756,CCAP Spring School MTB Series #1 - Ledyard,2022-04-27 0:00:00,2022-04-27 0:00:00,1860 CT-12,Gales Ferry,CT,USA,41.4505654,-72.073102,Mountain Bike,NULL
54841,7756,CCAP Spring School MTB Series #2 - Moran,2022-05-18 0:00:00,2022-05-18 0:00:00,141 Hope Hill Road,Wallingford,CT,USA,41.4843558,-72.8306161,Mountain Bike,NULL
54843,7756,CCAP Spring School MTB Series #3 - West Rock,2022-05-25 0:00:00,2022-05-25 0:00:00,1080 Wintergreen Ave,Hamden,CT,USA,41.3476569,-72.9663794,Mountain Bike,NULL
55072,7756,10th Annual CCNS KERMIS p/b ConnecitCare and The CCAP,2022-07-15 0:00:00,2022-07-15 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7622195,-72.6171409,Road Race,NEBRA
55201,7756,CCAP Spring 2022 School MTB Clubs,2022-04-01 0:00:00,2022-07-01 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
55225,7756,CCAP Summer Mountain Bike Camp,2022-07-20 0:00:00,2022-07-24 0:00:00,40 Bulls Bridge Rd,Kent,CT,USA,41.6761997,-73.4797535,Cycling Camp,Mountain Bike
55233,7756,CCAP Summer Road Camp,2022-07-06 0:00:00,2022-07-10 0:00:00,40 Bulls Bridge Rd,Kent,CT,USA,41.6761997,-73.4797535,Cycling Camp,Road Race
55241,7756,The CCAP TNC Series,2022-06-07 0:00:00,2022-06-07 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55246,7756,The CCAP TNC Series - Junior Race Night,2022-06-14 0:00:00,2022-06-14 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55248,7756,The CCAP TNC Series,2022-06-28 0:00:00,2022-06-28 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55249,7756,The CCAP TNC Series,2022-07-05 0:00:00,2022-07-05 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55250,7756,The CCAP TNC Series,2022-07-19 0:00:00,2022-07-19 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55251,7756,The CCAP TNC Series - Junior Race Night,2022-07-26 0:00:00,2022-07-26 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55252,7756,The CCAP TNC Series,2022-08-04 0:00:00,2022-08-04 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55253,7756,The CCAP TNC Series FINALE - World War Tuesday (Junior Race Night!),2022-08-16 0:00:00,2022-08-16 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55254,7756,The CCAP TNC Series,2022-08-09 0:00:00,2022-08-09 0:00:00,615 Silver Ln,East Hartford,CT,USA,41.7633533,-72.6170608,Road Race,NEBRA
55406,7756,Newtown Cyclocross p/b the CCAP and Team 26,2022-09-25 0:00:00,2022-09-25 0:00:00,"4 Wildlife Dr Newtown, CT 06470",Newtown,CT,USA,41.405166,-73.2857648,Cyclocross,NEBRA
55653,7756,CCAP Summer 2022 Junior Road Teams,2022-05-01 0:00:00,2022-08-01 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
56457,7756,CCAP Youth Cyclocross Camp,2022-08-20 0:00:00,2022-08-21 0:00:00,1080 Wintergreen Ave,Hamden,CT,USA,41.3476569,-72.9663794,Cycling Camp,Cyclocross
56804,7756,The New Haven Grand Prix,2022-09-16 0:00:00,2022-09-16 0:00:00,1000 Chapel St,New Haven,CT,USA,41.30728457,-72.92868258,Road Race,NEBRA
56808,7756,CCAP Rocky Hill Cyclocross Series - Week #1,2022-08-31 0:00:00,2022-08-31 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
56813,7756,CCAP Rocky Hill Cyclocross Series - Week #2,2022-09-07 0:00:00,2022-09-07 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
56814,7756,CCAP Rocky Hill Cyclocross Series - Week #3,2022-09-21 0:00:00,2022-09-21 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
56815,7756,CCAP Rocky Hill Cyclocross Series - Week #4,2022-09-28 0:00:00,2022-09-28 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
57090,7756,CCAP Fall 2022 Cyclocross Teams,2022-09-01 0:00:00,2022-12-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
57502,7756,CCAP Fall 2022 School MTB Clubs,2022-10-01 0:00:00,2022-12-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
57561,7756,CCAP Fall 2022 MTB Teams,2022-10-01 0:00:00,2022-12-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
57616,7756,CCAP Fall School MTB Series #1 - Moran,2022-10-06 0:00:00,2022-10-06 0:00:00,141 Hope Hill Road,Wallingford,CT,USA,41.4843558,-72.8306161,Mountain Bike,NULL
57724,7756,CCAP Fall School MTB Series #2 - Ledyard,2022-10-27 0:00:00,2022-10-27 0:00:00,1860 CT-12,Gales Ferry,CT,USA,41.4505654,-72.073102,Mountain Bike,NULL
57816,7756,CCAP 2023 Indoor Winter Youth Cycling Program (Virtual),2023-01-03 0:00:00,2023-03-12 0:00:00,,Middletown,CT,USA,41.55599976,-72.67137909,Virtual,NULL
59059,7756,ConnectiCare Gran Fondo,2023-09-16 0:00:00,2023-09-16 0:00:00,1288 Boston Post Rd,Madison,CT,USA,41.2697656,-72.5590716,Gran Fondo,NEBRA
59637,7756,CCAP Spring 2023 School MTB Clubs,2023-04-01 0:00:00,2023-06-01 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
59683,7756,Team Red Dragon MTB p/b CCAP,2023-06-18 0:00:00,2023-06-18 0:00:00,654 Orchard Rd,Berlin,CT,USA,41.5898634,-72.7935,Mountain Bike,NEBRA
59722,7756,CCAP Spring 2023 MTB Teams,2023-04-01 0:00:00,2023-06-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
60041,7756,The Breakaway Benefit Cycling Festival p/b The CCAP,2023-06-03 0:00:00,2023-06-03 0:00:00,60 Villa Louisa Rd,Bolton,CT,USA,41.7411916,-72.462113,Recreational,Gran Fondo
60060,7756,CCAP Summer Road Camp,2023-07-19 0:00:00,2023-07-23 0:00:00,40 Bulls Bridge Rd,Kent,CT,USA,41.6761997,-73.4797535,Cycling Camp,Road Race
60061,7756,CCAP Summer Mountain Bike Camp,2023-07-19 0:00:00,2023-07-23 0:00:00,40 Bulls Bridge Rd,Kent,CT,USA,41.6761997,-73.4797535,Cycling Camp,Mountain Bike
60068,7756,CCAP Spring School MTB 2023 Series #3 - Ledyard,2023-05-24 0:00:00,2023-05-24 0:00:00,1860 CT-12,Gales Ferry,CT,USA,41.4505654,-72.073102,Mountain Bike,NULL
60069,7756,CCAP Spring School MTB Series #2 - E Hampton,2023-05-15 0:00:00,2023-05-15 0:00:00,19 Childs Rd,East Hampton,CT,USA,41.5692335,-72.5229987,Mountain Bike,NULL
60087,7756,11th Annual CCNS KERMIS p/b ConnectiCare and The CCAP,2023-08-04 0:00:00,2023-08-04 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7622195,-72.6171409,Road Race,NEBRA
60088,7756,The CCAP TNC Series #1,2023-05-30 0:00:00,2023-05-30 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
60089,7756,The CCAP TNC Series #2,2023-06-06 0:00:00,2023-06-06 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
60090,7756,The CCAP TNC Series #3 - Full Results/Junior Race Night,2023-06-22 0:00:00,2023-06-22 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
60091,7756,The CCAP TNC Series #4,2023-06-27 0:00:00,2023-06-27 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
60092,7756,The CCAP TNC Series #5 FINALE - Full Results/Junior Race Night!,2023-08-08 0:00:00,2023-08-08 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
60094,7756,CCAP Youth Cyclocross Camp - USAC Regional Development Camp,2023-08-19 0:00:00,2023-08-20 0:00:00,20 Leibert Rd,Hartford,CT,USA,41.7751668,-72.6653309,Cycling Camp,Cyclocross
60095,7756,CCAP Rocky Hill Cyclocross Series #1,2023-08-30 0:00:00,2023-08-30 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
60096,7756,CCAP Rocky Hill Cyclocross Series #2,2023-09-06 0:00:00,2023-09-06 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
60097,7756,The New Haven Grand Prix,2023-09-15 0:00:00,2023-09-15 0:00:00,1000 Chapel St,New Haven,CT,USA,41.30728457,-72.92868258,Road Race,NEBRA
60098,7756,CCAP Rocky Hill Cyclocross Series #3,2023-09-20 0:00:00,2023-09-20 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
60099,7756,Newtown Cyclocross p/b the CCAP and Team 26,2023-10-01 0:00:00,2023-10-01 0:00:00,"4 Wildlife Dr Newtown, CT 06470",Newtown,CT,USA,41.405166,-73.2857648,Cyclocross,NEBRA
60100,7756,CCAP Rocky Hill Cyclocross Series #4,2023-09-27 0:00:00,2023-09-27 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
60499,7756,CCAP Spring School MTB 2023 Series #1 - Moran,2023-05-10 0:00:00,2023-05-10 0:00:00,141 Hope Hill Rd,Wallingford,CT,USA,41.4843647,-72.8306295,Mountain Bike,NULL
61003,7756,2023 CCAP Junior Road Teams,2023-06-01 0:00:00,2023-08-31 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
61646,7756,CCAP Fall 2023 Cyclocross Teams,2023-08-18 0:00:00,2023-12-31 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,Cyclocross
61830,7756,CCAP Fall 2023 MTB Teams,2023-09-01 0:00:00,2023-11-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
62827,7756,CCAP MTB School Club Ride- Bluff Point,2023-10-18 0:00:00,2023-10-18 0:00:00,55 Depot Rd,Groton,CT,USA,41.3418932,-72.0339183,Recreational,NULL
62828,7756,CCAP MTB School Club Ride- Watrous Park,2023-11-01 0:00:00,2023-11-01 0:00:00,41 West St,Cromwell,CT,USA,41.5980904,-72.6522731,Recreational,NULL
62942,7756,2024 CCAP Junior Road Teams,2024-01-01 0:00:00,2024-12-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
63086,7756,CCAP Spring 2024 Regional MTB Teams,2024-04-01 0:00:00,2024-06-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
63306,7756,CCAP Spring Short Track MTB Race,2024-05-01 0:00:00,2024-05-01 0:00:00,141 Hope Hill Rd,Wallingford,CT,USA,41.4843647,-72.8306295,Mountain Bike,NULL
63379,7756,The CCAP's Breakaway Benefit Cycling Festival,2024-05-18 0:00:00,2024-05-18 0:00:00,60 Villa Louisa Rd,Bolton,CT,USA,41.7411916,-72.462113,Recreational,Gran Fondo
63421,7756,CCAP Spring Short Track MTB Race,2024-05-22 0:00:00,2024-05-22 0:00:00,1860 CT-12,Ledyard,CT,USA,41.4505654,-72.073102,Mountain Bike,NULL
63422,7756,CCAP Spring Short Track MTB Race,2024-05-29 0:00:00,2024-05-29 0:00:00,19 Childs Rd,East Hampton,CT,USA,41.5692335,-72.5229987,Mountain Bike,NULL
63513,7756,CCAP TNC Series #1,2024-06-04 0:00:00,2024-06-04 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
63515,7756,CCAP TNC Series #2 Full Results/ Junior Race Night,2024-06-11 0:00:00,2024-06-11 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
63516,7756,CCAP TNC Series #4 - Full Results/ Junior Race Night,2024-07-02 0:00:00,2024-07-02 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
63517,7756,CCAP TNC Series #3,2024-06-25 0:00:00,2024-06-25 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
63519,7756,CCAP Summer Road Camp,2024-07-10 0:00:00,2024-07-14 0:00:00,2131 Hillside Road,Storrs,CT,USA,41.8076854,-72.2570522,Cycling Camp,Road Race
63522,7756,CCAP Summer Mountain Bike Camp,2024-07-10 0:00:00,2024-07-14 0:00:00,2131 Hillside Road,Storrs,CT,USA,41.8076854,-72.2570522,Cycling Camp,Mountain Bike
63523,7756,CCAP Rocky Hill Cyclocross Series #1,2024-08-28 0:00:00,2024-08-28 0:00:00,340 Elm St,Rocky Hill,CT,USA,41.6630015,-72.6513435,Cyclocross,NEBRA
63525,7756,CCAP Rocky Hill Cyclocross Series #2,2024-09-04 0:00:00,2024-09-04 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
63526,7756,CCAP Rocky Hill Cyclocross Series #3,2024-09-18 0:00:00,2024-09-18 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
63527,7756,CCAP Rocky Hill Cyclocross Series #4,2024-09-25 0:00:00,2024-09-25 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
63764,7756,Team Red Dragon MTB p/b The CCAP,2024-06-01 0:00:00,2024-06-01 0:00:00,654 Orchard Rd,Berlin,CT,USA,41.5898634,-72.7935,Mountain Bike,NEBRA
63767,7756,CCAP Youth Cyclocross Camp - USAC Regional Development Camp,2024-08-24 0:00:00,2024-08-25 0:00:00,1000 East St,Southington,CT,USA,41.587331,-72.841785,Cycling Camp,Cyclocross
63769,7756,The New Haven Grand Prix,2024-09-13 0:00:00,2024-09-13 0:00:00,1000 Chapel St,New Haven,CT,USA,41.30728457,-72.92868258,Road Race,NEBRA
63770,7756,Newtown Cyclocross p/b The CCAP - PMCX Series #4,2024-10-06 0:00:00,2024-10-06 0:00:00,"4 Wildlife Dr Newtown, CT 06470",Newtown,CT,USA,41.405166,-73.2857648,Cyclocross,NEBRA
63771,7756,CCAP MTB School Club Ride- Watrous Park,2024-10-23 0:00:00,2024-10-23 0:00:00,Watrous Park,Cromwell,CT,USA,41.5980904,-72.6522731,Recreational,NULL
63773,7756,CCAP MTB School Club Ride- Bluff Point,2024-10-10 0:00:00,2024-10-10 0:00:00,55 Depot Rd,Groton,CT,USA,41.3418932,-72.0339183,Recreational,NEBRA
64193,7756,CCAP Spring 2024 School MTB Clubs,2024-03-01 0:00:00,2024-06-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Club Membership,NEBRA
66571,7756,The CCAP Tokeneke Road Race,2024-08-11 0:00:00,2024-08-11 0:00:00,93 Hartland Blvd,Hartland,CT,USA,41.9984256,-72.9053212,Road Race,NEBRA
66887,7756,2024 CCAP Fall Cyclocross Teams,2024-08-01 0:00:00,2024-12-31 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Cyclocross,Club Membership
67173,7756,CCAP Fall 2024 MTB Teams,2024-09-01 0:00:00,2024-12-31 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Mountain Bike,Club Membership
67409,7756,CCAP Fall 2024 School MTB Clubs,2024-09-01 0:00:00,2024-11-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Mountain Bike,Club Membership
68089,7756,CCAP Spring 2025 Regional MTB Teams,2025-04-01 0:00:00,2025-06-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Mountain Bike,Club Membership
69196,7756,CCAP Spring 2025 School MTB Clubs,2025-04-01 0:00:00,2025-06-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Mountain Bike,Club Membership
69198,7756,CCAP Summer 2025 Junior Road Teams,2025-05-01 0:00:00,2025-09-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Road Race,Club Membership
69723,7756,The CCAP's Breakaway Benefit Cycling Festival,2025-06-28 0:00:00,2025-06-28 0:00:00,204 Stillman Hill Rd,Colebrook,CT,USA,41.99028965,-73.13901623,Gravel,Mountain Bike
70151,7756,The Governor's First XCC (Short Track MTB),2025-05-04 0:00:00,2025-05-04 0:00:00,280 Arch Rd,Avon,CT,USA,41.8006526,-72.858563,Mountain Bike,NEBRA
70350,7756,Team Red Dragon MTB p/b The CCAP,2025-06-07 0:00:00,2025-06-07 0:00:00,654 Orchard Rd,Berlin,CT,USA,41.5898634,-72.7935,Mountain Bike,NEBRA
70358,7756,The New Haven Grand Prix,2025-09-12 0:00:00,2025-09-12 0:00:00,1000 Chapel St,New Haven,CT,USA,41.30728457,-72.92868258,Road Race,NEBRA
70412,7756,CCAP Summer Road Camp,2025-07-06 0:00:00,2025-07-11 0:00:00,2131 Hillside Road,Storrs,CT,USA,41.8076854,-72.2570522,Cycling Camp,Road Race
70415,7756,CCAP Summer Mountain Bike Camp,2025-07-06 0:00:00,2025-07-11 0:00:00,2131 Hillside Road,Storrs,CT,USA,41.8076854,-72.2570522,Cycling Camp,Mountain Bike
70591,7756,CCAP TNC Series #1 - on a Wednesday!,2025-06-11 0:00:00,2025-06-11 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
70596,7756,CCAP TNC Series #2 - Junior Race Night,2025-06-17 0:00:00,2025-06-17 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
70597,7756,CCAP TNC Series #3,2025-07-29 0:00:00,2025-07-29 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
70598,7756,CCAP TNC Series #4 - Junior Race Night,2025-07-01 0:00:00,2025-07-01 0:00:00,615 Silver Lane,East Hartford,CT,USA,41.7600257,-72.6184474,Road Race,NEBRA
70619,7756,CCAP's Ledyard XCC (Short Track MTB),2025-05-21 0:00:00,2025-05-21 0:00:00,1860 CT-12,Ledyard,CT,USA,41.4505654,-72.073102,Mountain Bike,NEBRA
70632,7756,CCAP's Moran XCC (Short Track MTB),2025-05-15 0:00:00,2025-05-15 0:00:00,141 Hope Hill Rd,Wallingford,CT,USA,41.4846689,-72.831059,Mountain Bike,NEBRA
70855,7756,CCAP Rocky Hill Cyclocross Series #1,2025-08-27 0:00:00,2025-08-27 0:00:00,340 Elm St,Rocky Hill,CT,USA,41.6630015,-72.6513435,Cyclocross,NEBRA
70856,7756,CCAP Rocky Hill Cyclocross Series #2,2025-09-03 0:00:00,2025-09-03 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
70857,7756,CCAP Rocky Hill Cyclocross Series #3,2025-09-17 0:00:00,2025-09-17 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
70858,7756,CCAP Rocky Hill Cyclocross Series #4,2025-09-24 0:00:00,2025-09-24 0:00:00,340 Elm St.,Rocky Hill,CT,USA,41.66160668,-72.65200384,Cyclocross,NEBRA
71051,7756,The CCAP Tokeneke Road Race,2025-08-10 0:00:00,2025-08-10 0:00:00,93 Hartland Blvd,Hartland,CT,USA,41.9984256,-72.9053212,Road Race,NEBRA
71432,7756,Newtown Cyclocross p/b The CCAP - PMCX #4,2025-10-05 0:00:00,2025-10-05 0:00:00,"4 Wildlife Dr Newtown, CT 06470",Newtown,CT,USA,41.405166,-73.2857648,Cyclocross,NEBRA
71873,7756,CCAP Youth Cyclocross Camp 2025,2025-08-16 0:00:00,2025-08-17 0:00:00,1000 East St,Southington,CT,USA,41.587331,-72.841785,Cycling Camp,Cyclocross
71974,7756,CCAP Fall 2025 MTB Teams,2025-09-01 0:00:00,2025-12-31 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Mountain Bike,Club Membership
71987,7756,2025 CCAP Fall Cyclocross Teams,2025-08-25 0:00:00,2025-12-31 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Cyclocross,Club Membership
72027,7756,CCAP Fall 2025 School MTB Clubs,2025-09-01 0:00:00,2025-12-31 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Mountain Bike,Club Membership
73021,7756,CCAP MTB School Club Ride- Bluff Point,2025-10-15 0:00:00,2025-10-15 0:00:00,55 Depot Rd,Groton,CT,USA,41.3418932,-72.0339183,Recreational,Mountain Bike
73022,7756,CCAP MTB School Club Ride- Watrous Park,2025-10-22 0:00:00,2025-10-22 0:00:00,Watrous Park,Cromwell,CT,USA,41.5980904,-72.6522731,Recreational,Mountain Bike
73436,7756,CCAP Spring 2026 Regional MTB Teams,2026-03-30 0:00:00,2026-06-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Mountain Bike,Club Membership
73439,7756,CCAP Spring 2026 School MTB Clubs,2026-04-01 0:00:00,2026-06-30 0:00:00,353 Main St,Middletown,CT,USA,41.5610795,-72.6504669,Mountain Bike,Club Membership
73566,7756,The CCAP's Breakaway Benefit Cycling Festival,2026-05-30 0:00:00,2026-05-30 0:00:00,204 Stillman Hill Rd,Colebrook,CT,USA,41.99028965,-73.13901623,Gravel,Mountain Bike
73620,7756,The Governor's First XCC,2026-04-18 0:00:00,2026-04-18 0:00:00,280 Arch Rd,Avon,CT,USA,41.8006526,-72.858563,Mountain Bike,NEBRA
74038,7756,Team Red Dragon MTB p/b The CCAP,2026-06-06 0:00:00,2026-06-06 0:00:00,654 Orchard Rd,Berlin,CT,USA,41.5898634,-72.7935,Mountain Bike,NEBRA
74112,7756,CCAP Summer Road Camp,2026-07-19 0:00:00,2026-07-24 0:00:00,2131 Hillside Road,Storrs,CT,USA,41.8076854,-72.2570522,Cycling Camp,Road Race
74113,7756,CCAP Summer Mountain Bike Camp,2026-07-19 0:00:00,2026-07-24 0:00:00,2131 Hillside Road,Storrs,CT,USA,41.8076854,-72.2570522,Cycling Camp,Mountain Bike
74117,7756,The Spy XC,2026-05-16 0:00:00,2026-05-16 0:00:00,73 Clark Gates Rd,East Haddam,CT,USA,41.5200068,-72.4449847,Mountain Bike,NEBRA
74167,7756,Rose City XC,2026-05-02 0:00:00,2026-05-02 0:00:00,189 Mohegan Park Rd,Norwich,CT,USA,41.5481155,-72.0676484,Mountain Bike,NEBRA
